ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.000000000000000000e+00,-2.307349360681537065e-01,-9.790882408577589402e+00
0.000000000000000000e+00,-2.324437634960852539e-01,-9.790841988620194059e+00
0.000000000000000000e+00,-2.341525838829931205e-01,-9.790801270415888879e+00
0.000000000000000000e+00,-2.358613971728617253e-01,-9.790760253965988369e+00
0.000000000000000000e+00,-2.375702033100719479e-01,-9.790718939271807031e+00
0.000000000000000000e+00,-2.392790022393612992e-01,-9.790677326334670028e+00
0.000000000000000000e+00,-2.409877939057886165e-01,-9.790635415155897192e+00
0.000000000000000000e+00,-2.426965782547017281e-01,-9.790593205736817239e+00
0.000000000000000000e+00,-2.444053552317086431e-01,-9.790550698078760661e+00
0.000000000000000000e+00,-2.461141247826514888e-01,-9.790507892183066829e+00
0.000000000000000000e+00,-2.478228868535832241e-01,-9.790464788051076894e+00
0.000000000000000000e+00,-2.495316413907466280e-01,-9.790421385684137334e+00
0.000000000000000000e+00,-2.512403883405550653e-01,-9.790377685083601733e+00
0.000000000000000000e+00,-2.529491276495757224e-01,-9.790333686250830780e+00
0.000000000000000000e+00,-2.546578592645142303e-01,-9.790289389187190494e+00
0.000000000000000000e+00,-2.563665831322006761e-01,-9.790244793894052222e+00
0.000000000000000000e+00,-2.580752991995773904e-01,-9.790199900372796193e+00
0.000000000000000000e+00,-2.597840074136874566e-01,-9.790154708624809743e+00
0.000000000000000000e+00,-2.614927077216651075e-01,-9.790109218651487311e+00
